Supplementary Table 4a. Cushing's effect on gene expressions after controlling for BMI,,,,,,,,,,,,,,,,
,Row.names,baseMean,log2FoldChange.BMIxDisease,lfcSE.BMIxDisease,stat.BMIxDisease,pvalue.BMIxDisease,padj.BMIxDisease,log2FC_Obese_vs_notObese,lfcSE_Obese_vs_notObese,pvalue_Obese_vs_notObese,padj_Obese_vs_notObese,log2FC_Cushing_vs_Con,lfcSE_Cushing_vs_Con,pvalue_Cushing_vs_Con,padj_Cushing_vs_Con,external_gene_id
127,ENSG00000006125,375.5638027,-0.006844855,0.165179861,-0.041438796,0.966946085,0.993627912,0.052769955,0.09116197,0.562684104,0.822137238,0.088766772,0.128263569,0.488896288,0.739215968,AP2B1
128,ENSG00000006128,0.735625074,-0.166927874,0.582371018,-0.286634927,0.774391868,NA,0.533000746,1.191138551,0.654534545,NA,-0.131827882,1.332633386,0.921199533,NA,TAC1
129,ENSG00000006194,192.8274844,0.012116394,0.214003001,0.056617869,0.9548496,0.989885761,0.02080456,0.116001627,0.857665137,NA,-0.234897134,0.167349373,0.160428109,0.419133069,ZNF263
130,ENSG00000006210,204.3891543,0.509189169,0.369288061,1.378840051,0.167944075,0.598258426,-0.154413866,0.212083588,0.466564478,NA,-0.685310715,0.293701251,0.019629265,0.13118956,CX3CL1
131,ENSG00000006282,265.9524188,-1.192158636,0.36042322,-3.307663238,0.000940779,0.056067966,0.44151279,0.208727028,0.034407444,0.296937783,0.442621196,0.283706644,0.11872754,0.359267811,SPATA20
132,ENSG00000006283,2.043113803,0.417000515,0.663244934,0.62872778,0.529527288,NA,1.207474455,0.884789154,0.172346401,NA,-0.513192033,1.024437722,0.616406342,NA,CACNA1G
133,ENSG00000006327,28.32535904,-0.013794178,0.604275548,-0.022827629,0.981787769,0.995918317,1.104375978,0.409688069,0.007025127,NA,0.317091143,0.538351988,0.555859003,0.782668159,TNFRSF12A
134,ENSG00000006377,0.815112397,-0.032850054,0.562446383,-0.058405663,0.953425504,NA,-0.011055528,1.25658751,0.992980257,NA,-0.439123541,1.43003824,0.758789188,NA,DLX6
135,ENSG00000006432,5.36361406,-0.579336554,0.685651945,-0.844942625,0.398142874,NA,0.134692025,0.549002481,0.806193527,NA,0.414418202,0.677022743,0.540459304,0.773122104,MAP3K9
136,ENSG00000006451,348.3085485,-0.775749964,0.235880697,-3.288738649,0.001006374,0.057667629,0.024405582,0.133365547,0.854799863,0.946355479,0.661285932,0.181594681,0.000271003,0.008654317,RALA
137,ENSG00000006453,58.32696303,0.848708556,0.450709012,1.88305211,0.059693306,0.404223253,-0.441934166,0.266732969,0.09755159,NA,-0.548904782,0.367497232,0.135272431,0.384380261,BAIAP2L1
138,ENSG00000006459,247.5080232,0.015098867,0.332918375,0.04535306,0.963825895,0.992402579,0.325586331,0.191127794,0.088474407,NA,0.058138975,0.262893465,0.824975387,0.926202133,KDM7A
139,ENSG00000006468,32.2983386,-0.246660873,0.460244014,-0.535934994,0.592003478,0.883276283,0.221963852,0.269639438,0.410401299,NA,-0.110345569,0.377160996,0.769851706,0.898694443,ETV1
140,ENSG00000006530,25.24257787,-0.686303064,0.393985354,-1.741950702,0.081517071,0.451864936,0.138941915,0.223775733,0.534666708,NA,0.256177771,0.310468102,0.409295548,0.677361209,AGK
141,ENSG00000006534,94.0852924,0.652883951,0.404567593,1.613782128,0.106574692,0.49901836,-0.138633852,0.238505973,0.561065602,NA,-0.044990878,0.325252616,0.889982815,0.953759662,ALDH3B1
142,ENSG00000006555,2.938952577,-0.283778898,0.705129163,-0.402449528,0.687353226,NA,-0.458682398,0.639510231,0.473225945,NA,-0.055312123,0.778633145,0.94336794,NA,TTC22
143,ENSG00000006576,138.3593668,0.164979487,0.242125268,0.681380712,0.495630625,0.837556127,0.18378687,0.134691432,0.172409294,NA,0.035324257,0.191705434,0.853806979,0.939023668,PHTF2
144,ENSG00000006606,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCL26
145,ENSG00000006607,161.9869868,-0.195317611,0.209329573,-0.933062674,0.35078761,0.760333861,0.091355596,0.112836888,0.418155579,NA,-0.115944389,0.163361689,0.477865139,0.730369993,FARP2
146,ENSG00000006611,0.055081667,-2.87E-05,0.000573784,-0.050057104,0.960076883,NA,14.11519432,197.4519288,0.943010379,NA,-14.42032236,287.5573226,0.960004733,NA,USH1C
147,ENSG00000006625,85.59845921,0.090542254,0.314238052,0.288132685,0.773245174,0.948630651,-0.205138886,0.178679149,0.250933395,NA,0.058984717,0.24663951,0.81098651,0.91949972,GGCT
148,ENSG00000006634,17.22737735,-0.070835362,0.447199695,-0.158397609,0.874143498,0.970652551,0.106206288,0.26280193,0.686116723,NA,0.108341459,0.368105153,0.768511834,0.898693885,DBF4
149,ENSG00000006638,31.11858238,0.269941385,0.537099407,0.502591106,0.615251784,0.894840144,-0.497533506,0.334166907,0.136519695,NA,-0.417253111,0.44875005,0.352468514,0.628424789,TBXA2R
150,ENSG00000006652,354.6251673,-0.085802274,0.288757355,-0.297143164,0.766357212,0.947366506,0.1852315,0.164233894,0.259382497,0.617078547,0.170697095,0.225765108,0.449599608,0.707749825,IFRD1
151,ENSG00000006659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LGALS14
152,ENSG00000006695,61.64404545,-0.113590364,0.278353122,-0.408080079,0.683214885,0.919260993,-0.020744788,0.157316391,0.895089757,NA,0.23902315,0.218338011,0.273630969,0.548998533,COX10
153,ENSG00000006704,3.480937867,-0.210659462,0.699138246,-0.301313028,0.763175807,NA,-0.074901973,0.573701327,0.896124039,NA,-0.212972937,0.732228657,0.771161622,NA,GTF2IRD1
154,ENSG00000006712,228.3810943,-0.175296347,0.18549582,-0.945015082,0.344651176,0.75567868,-0.038138951,0.102923966,0.710969292,NA,0.211055056,0.143302017,0.140805263,0.392137237,PAF1
155,ENSG00000006715,353.8436286,0.01399797,0.163310863,0.085713649,0.931694052,0.985442461,0.040553074,0.090657231,0.654641786,0.877644109,0.186382716,0.126823289,0.14166326,0.393353898,VPS41
156,ENSG00000006740,34.47763581,0.463901701,0.376987661,1.230548764,0.218491678,0.649875471,-0.305830231,0.195852189,0.118397352,NA,-0.84610736,0.306210124,0.005724482,0.061318317,ARHGAP44
157,ENSG00000006744,339.1129726,-0.210937388,0.212780712,-0.991336979,0.321521062,0.742554631,-0.051732818,0.118349914,0.662026139,0.879274882,0.077281532,0.164404334,0.638305064,0.831763858,ELAC2
158,ENSG00000006747,75.45859141,-0.28290191,0.624048921,-0.453332904,0.650309043,0.910556501,0.307620677,0.433533741,0.47797349,NA,-0.11274389,0.556495708,0.839450696,0.931660772,SCIN
159,ENSG00000006756,223.7386075,-0.288714582,0.316129342,-0.913279926,0.361095337,0.765559089,-0.159505746,0.181956799,0.380696724,NA,0.453889628,0.24678764,0.065887085,0.259042757,ARSD
160,ENSG00000006757,103.5046372,-0.566580132,0.376797555,-1.503672527,0.132665706,0.542741453,0.258059537,0.221319618,0.243612871,NA,0.606865618,0.298680722,0.04217183,0.20375637,PNPLA4
161,ENSG00000006788,0.179641029,0.150836844,0.299816263,0.503097605,0.61489565,NA,0.467592334,2.856307721,0.869963249,NA,-0.08383739,3.047212578,0.97805072,NA,MYH13
162,ENSG00000006831,986.5045655,-0.755615371,0.258694146,-2.92088315,0.003490407,0.107141814,0.272736671,0.146725175,0.063051707,0.380982765,0.682435738,0.200584349,0.000668364,0.015435266,ADIPOR2
163,ENSG00000006837,4.964122298,0.938891366,0.687337663,1.365982714,0.171944389,NA,-0.434799736,0.514492096,0.398052333,NA,-0.918742268,0.693770105,0.185411796,0.450529353,CDKL3
164,ENSG00000007001,1.183263054,-0.290936488,0.661296836,-0.439948405,0.659974477,NA,-1.46769165,0.987303192,0.137129395,NA,0.662777289,1.054131236,0.529517537,NA,UPP2
165,ENSG00000007038,0.475166168,0.348948567,0.422214437,0.826472372,0.408536184,NA,-0.8657403,1.762079318,0.623201947,NA,-1.429082546,2.120099014,0.500270588,NA,PRSS21
166,ENSG00000007047,137.5969181,0.096298814,0.223136654,0.431568781,0.666054852,0.913139272,-0.247082923,0.122459488,0.043625567,NA,-0.091466411,0.173090024,0.597199117,0.807291005,MARK4
167,ENSG00000007062,1.119653224,-0.312113728,0.442252196,-0.705736977,0.480351721,NA,-1.851412,1.258473415,0.141248657,NA,-2.822961523,1.935204749,0.144636547,NA,PROM1
168,ENSG00000007080,226.379014,0.105859206,0.269629696,0.392609595,0.694607852,0.922317363,-0.065101099,0.152203769,0.668852578,NA,0.050319356,0.210498035,0.811067544,0.91949972,CCDC124
169,ENSG00000007129,2.110035654,1.198453447,0.690317383,1.736090494,0.082547835,NA,-0.659192675,0.79025883,0.404197695,NA,-0.853744543,0.947295156,0.367458339,NA,CEACAM21
170,ENSG00000007168,990.045767,-0.250840281,0.108801008,-2.305495938,0.021138814,0.260777484,0.142970626,0.060018231,0.017213289,0.233363881,0.254420979,0.083880058,0.002420135,0.035621393,PAFAH1B1
171,ENSG00000007171,4.642147215,-0.036105299,0.696895996,-0.051808734,0.958681096,NA,-0.492733569,0.52428137,0.347306521,NA,-0.997277086,0.715327916,0.163271185,0.423055281,NOS2
172,ENSG00000007174,16.37594453,0.526387398,0.533106604,0.987396131,0.32344848,0.743179496,-0.511972629,0.330656669,0.12153778,NA,-0.275108163,0.446953214,0.538212073,0.771653816,DNAH9
173,ENSG00000007202,1169.172512,-0.352974996,0.166459231,-2.120489169,0.033964814,0.326598263,0.158461783,0.093220278,0.089156534,0.435486676,0.59101081,0.128099676,3.96E-06,0.000413728,KIAA0100
174,ENSG00000007216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SLC13A2
175,ENSG00000007237,607.7177355,0.097623659,0.388021801,0.251593233,0.80135549,0.954892628,0.48775564,0.227729657,0.032208073,0.290926916,0.093926714,0.308544442,0.760808884,0.894758944,GAS7
176,ENSG00000007255,56.11962731,0.016402162,0.385454484,0.042552786,0.966058032,0.99313066,-0.131361406,0.219568184,0.549658732,NA,-0.224328331,0.307403007,0.46554105,0.721601756,TRAPPC6A
177,ENSG00000007264,51.94894424,1.426234795,0.681655175,2.092311257,0.036410681,0.335584645,-0.233318262,0.543802173,0.667886919,NA,0.47719697,0.667063966,0.474380982,0.72800371,MATK
178,ENSG00000007306,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CEACAM7
179,ENSG00000007312,19.79675692,0.4911594,0.585242768,0.839240443,0.401334397,0.790134909,-0.128239945,0.374849681,0.732267869,NA,-0.584807427,0.510973306,0.252417572,0.527925396,CD79B
180,ENSG00000007314,343.9411704,0.275996986,0.381967239,0.722567169,0.469945845,0.824921825,-0.545865334,0.221460542,0.013707353,0.216227875,-0.870017402,0.3025512,0.004032554,0.048949938,SCN4A
181,ENSG00000007341,93.93166655,0.253176959,0.322001287,0.786260703,0.431714769,0.805024596,0.241862513,0.181015679,0.181503116,NA,-0.154174157,0.257924628,0.550007507,0.779863084,ST7L
182,ENSG00000007350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TKTL1
183,ENSG00000007372,13.38658957,0.279149285,0.512752887,0.544412897,0.586157373,NA,-0.283010649,0.318499961,0.374232298,NA,0.057834499,0.426922996,0.892241689,0.954628439,PAX6
184,ENSG00000007376,57.48771832,-0.281412483,0.294651,-0.955070515,0.339542039,0.752727284,0.011345662,0.165011803,0.945183308,NA,0.186983489,0.23050679,0.41725984,0.682987099,RPUSD1
185,ENSG00000007384,229.0986534,-0.385567801,0.282531449,-1.364689849,0.172350551,0.602883896,0.149511335,0.158989354,0.347019688,NA,0.043586524,0.220401148,0.843232867,0.933521014,RHBDF1
186,ENSG00000007392,331.5767733,0.112591804,0.264018037,0.426454969,0.669776354,0.91454656,-0.060879001,0.147558076,0.679916891,0.885881765,-0.334198634,0.205933089,0.104621349,0.336886538,LUC7L
187,ENSG00000007402,15.63658003,1.039488986,0.507817642,2.04697297,0.040660739,0.34724222,-0.380346793,0.269709356,0.158477725,NA,-1.215244912,0.440163778,0.005764363,0.061496983,CACNA2D2
188,ENSG00000007516,98.29343509,-0.034508254,0.306145534,-0.112718463,0.910253763,0.97981602,-0.336193522,0.169989861,0.047959524,NA,-0.255157137,0.238325659,0.284338591,0.56031788,BAIAP3
189,ENSG00000007520,186.7480767,-0.350920541,0.206494782,-1.699416027,0.089240824,0.471321108,-0.012946458,0.116130839,0.911234414,NA,0.422210589,0.159091732,0.007957179,0.075615209,TSR3
190,ENSG00000007541,184.3080957,-0.105461361,0.219932724,-0.479516457,0.631571263,0.903287828,-0.103579161,0.121036767,0.392127175,NA,-0.032378832,0.170414437,0.849308721,0.936324706,PIGQ
191,ENSG00000007545,106.4302473,0.080580638,0.25323813,0.318201046,0.750332439,0.943397717,-0.158416892,0.137783695,0.250246591,NA,-0.225252869,0.198083777,0.255471571,0.530636856,CRAMP1L
192,ENSG00000007866,140.2706767,0.272258197,0.387126715,0.703279279,0.481881722,0.830471571,-0.069253169,0.223278603,0.756435617,NA,-0.515234658,0.309138215,0.095577938,0.319187412,TEAD3
193,ENSG00000007908,15.87024241,1.09899913,0.662434185,1.659031424,NA,NA,0.09935326,0.935354719,NA,NA,-1.812438883,1.066902808,NA,NA,SELE
194,ENSG00000007923,235.7319712,-0.335955772,0.186536511,-1.80101885,0.071699909,0.431663845,-0.093213557,0.103484652,0.367722505,NA,0.259970479,0.14308185,0.069227004,0.266829809,DNAJC11
195,ENSG00000007933,89.41875029,0.126482175,0.618570215,0.204475049,0.837982288,0.961755421,0.318913679,0.419599458,0.447228814,NA,-1.39798768,0.550594143,0.0111153,0.092120229,FMO3
196,ENSG00000007944,275.1813835,-0.247697191,0.291451639,-0.849874069,0.395395104,0.786317264,0.171934535,0.165025018,0.297472181,0.648566545,0.049116903,0.227896786,0.829359912,0.927619522,MYLIP
197,ENSG00000007952,1.158101691,-0.148531278,0.643749337,-0.230728436,0.81752578,NA,1.546234652,1.093721881,0.157439255,NA,1.349302496,1.087885715,0.214865185,NA,NOX1
198,ENSG00000007968,4.932057713,0.358514721,0.695912854,0.515171861,0.60643293,NA,0.409055155,0.617810009,0.507903871,NA,0.943942943,0.723533998,0.192019441,0.458876371,E2F2
199,ENSG00000008018,596.6411362,-0.200074755,0.219224147,-0.912649258,0.361427039,0.765910091,-0.067557638,0.122866782,0.582425957,0.836476682,0.15699641,0.16933889,0.353867488,0.629530445,PSMB1
200,ENSG00000008056,1.80371866,-0.840927953,0.683875608,-1.229650456,0.218828027,NA,1.088792755,0.84388861,0.196978071,NA,0.341862872,0.973837366,0.725552945,NA,SYN1
201,ENSG00000008083,110.230855,0.643387041,0.277678029,2.317025383,0.020502349,0.256820481,-0.282965925,0.152375063,0.063306082,NA,-0.480115779,0.22012772,0.029177631,0.165181616,JARID2
202,ENSG00000008086,11.27924489,-0.171793497,0.563376755,-0.304935366,0.760415379,NA,0.944695436,0.34856825,0.006723929,NA,-0.007215848,0.504527893,0.988588901,0.994313977,CDKL5
203,ENSG00000008118,0.830020345,0.661147766,0.558846564,1.183057764,0.236786255,NA,-0.068989398,1.217373383,0.954807517,NA,-1.017114262,1.415148381,0.472305263,NA,CAMK1G
204,ENSG00000008128,52.43215917,0.629366238,0.377936858,1.665268217,0.095859257,0.479494634,-0.446121402,0.211475155,0.034895508,NA,-0.61284257,0.303216195,0.04326521,0.20649783,CDK11A
205,ENSG00000008130,622.893711,0.004544729,0.154262892,0.029460937,0.976496973,0.995293562,-0.177037631,0.084843285,0.036920434,0.306926031,-0.075646616,0.118737103,0.524064055,0.762996841,NADK
206,ENSG00000008196,0.463265343,-0.532593987,0.524319846,-1.015780713,0.309733822,NA,-0.388770327,1.582403453,0.805927291,NA,1.884722536,1.606162867,0.240622703,NA,TFAP2B
207,ENSG00000008197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFAP2D
208,ENSG00000008226,149.1277642,-0.441158154,0.391658556,-1.126384569,0.260002775,0.694079935,0.176960353,0.229163066,0.439994344,NA,0.190345677,0.311406099,0.541036852,0.773529017,DLEC1
209,ENSG00000008256,504.7052012,-0.009002098,0.246161607,-0.036569869,0.970827968,0.994134816,-0.006642866,0.137269465,0.961403125,0.989751025,-0.380994479,0.191312568,0.046428529,0.214157241,CYTH3
210,ENSG00000008277,135.2037087,-0.277987421,0.504301421,-0.551232674,0.581474185,0.87801411,0.341361821,0.312796763,0.275131456,NA,0.143506088,0.416055343,0.73015401,0.879833776,ADAM22
211,ENSG00000008282,555.5051039,0.174059718,0.154025604,1.130070017,0.258446722,0.692912265,-0.085385788,0.083580888,0.306972788,0.65345774,-0.338282964,0.119459567,0.004628999,0.054064931,SYPL1
212,ENSG00000008283,196.7811217,0.098482141,0.309420291,0.318279518,0.750272919,0.943397717,0.293924912,0.175871936,0.094673499,NA,-2.98E-05,0.244340566,0.999902724,0.999902724,CYB561
213,ENSG00000008294,774.9016534,0.002532619,0.167249204,0.015142787,0.987918265,0.997094652,0.042606498,0.092877818,0.64642299,0.875941521,0.087584257,0.129172301,0.497745004,0.746132428,SPAG9
214,ENSG00000008300,13.07033091,0.022346386,0.601407926,0.037156787,0.970359994,NA,-0.427691416,0.36639891,0.243095885,NA,-0.979014113,0.522380649,0.060911225,0.249472771,CELSR3
215,ENSG00000008311,137.6576154,-0.300107835,0.388438487,-0.772600668,0.439758749,0.808100679,-0.535588264,0.227114566,0.018362338,NA,0.120845784,0.305990524,0.692892268,0.860852862,AASS
216,ENSG00000008323,247.1072181,-0.074588296,0.525381972,-0.141969652,0.887103977,0.975031348,-0.525712867,0.331787044,0.11308252,NA,0.293419004,0.435965006,0.500926052,0.747692108,PLEKHG6
217,ENSG00000008324,36.74028547,0.077375911,0.342832217,0.225696149,0.821437753,0.95915183,0.081867519,0.188445736,0.663972217,NA,-0.145477588,0.277178424,0.599686236,0.809293882,SS18L2
218,ENSG00000008382,60.7229586,0.436611888,0.304400938,1.434331614,0.151477653,0.57448092,-0.335510414,0.168508077,0.046473821,NA,-0.266952494,0.240925475,0.267849147,0.5438917,MPND
219,ENSG00000008394,4053.897628,-0.480189036,0.246682209,-1.946589653,0.05158395,0.381580779,0.003236409,0.139528188,0.981494428,0.994507216,0.68647278,0.19096726,0.000324747,0.009764453,MGST1
220,ENSG00000008405,88.51353538,-0.092768024,0.326525411,-0.2841066,0.776328689,0.950104053,0.153891259,0.181607197,0.396780427,NA,-0.239058653,0.259299424,0.356559588,0.632599781,CRY1
221,ENSG00000008438,1.096019201,-0.02094417,0.635151921,-0.032975056,0.973694479,NA,-0.065372533,1.072458552,0.951394437,NA,0.525925382,1.168475459,0.652641683,NA,PGLYRP1
222,ENSG00000008441,1578.906728,-0.881443218,0.250926728,-3.512751412,0.000443492,0.036562109,0.190042077,0.141957079,0.180658869,0.546234082,0.611911577,0.194264494,0.001633326,0.028019383,NFIX
223,ENSG00000008513,382.0275692,0.176414496,0.31552919,0.559106736,0.576088878,0.874856736,-0.014720742,0.180625456,0.93504535,0.980842391,-0.006864228,0.247459929,0.977870523,0.989618485,ST3GAL1
224,ENSG00000008516,30.00041694,1.227316015,0.645433128,1.901538612,0.0572315,0.396445856,-0.710418745,0.454963274,0.118409144,NA,-1.272243883,0.593290529,0.032001974,0.173405572,MMP25
225,ENSG00000008517,86.36459282,0.398559303,0.490024985,0.81334486,0.416020363,0.797500958,-0.292500511,0.292202206,0.316816711,NA,-1.180280667,0.40343192,0.00343792,0.043863278,IL32
226,ENSG00000008710,932.1189751,-0.386816101,0.209775287,-1.843954579,0.06518976,0.416903397,-0.051384609,0.117289956,0.661314543,0.879192517,0.100584922,0.161701434,0.533914908,0.769243393,PKD1
227,ENSG00000008735,8.052825175,-0.221106992,0.616240344,-0.35879993,0.719744765,NA,-0.137891191,0.409914761,0.736576855,NA,-0.042812422,0.543371482,0.93719939,0.974681803,MAPK8IP2
228,ENSG00000008838,313.2411051,-0.462519477,0.165636501,-2.792376528,0.005232243,0.129616751,0.051719209,0.091406694,0.571520067,0.827767166,0.280935772,0.127156102,0.027148427,0.158743208,MED24
229,ENSG00000008853,123.7474064,0.032303258,0.288712339,0.111887347,0.910912729,0.97981602,0.108595096,0.161275083,0.500722604,NA,-0.094075114,0.227802373,0.679629982,0.853170274,RHOBTB2
230,ENSG00000008869,256.408882,-0.251484218,0.241863359,-1.039778075,0.298443018,0.72704052,0.160354095,0.136770019,0.241022052,NA,0.408650869,0.188084346,0.0298029,0.16681126,HEATR5B
231,ENSG00000008952,1254.129406,-0.16085578,0.177138675,-0.908078259,0.363836876,0.766938109,0.00523486,0.099071453,0.95786,0.989480178,0.364591219,0.136379237,0.007509492,0.072667557,SEC62
232,ENSG00000008988,3623.98441,-0.136407133,0.203570909,-0.67007184,0.502811995,0.841249091,-0.247804005,0.11412961,0.02991222,0.285687682,0.071664879,0.156870154,0.647784596,0.836553471,RPS20
233,ENSG00000009307,5941.035419,-0.267421495,0.228070531,-1.17253857,0.240980896,0.673789944,0.026696516,0.128503221,0.835424344,0.939709728,0.412332006,0.176226347,0.019294773,0.129965426,CSDE1
234,ENSG00000009335,488.4147172,-0.27954505,0.169757454,-1.646732111,0.099613121,0.489547243,0.094323298,0.09488311,0.320174194,0.664697353,0.399904031,0.130925177,0.002254757,0.033963245,UBE3C
235,ENSG00000009413,366.6931803,-0.196210064,0.27888033,-0.703563655,0.481704552,0.830471571,0.224611556,0.158162111,0.15556837,0.516637323,0.188963359,0.217698483,0.385391627,0.656949057,REV3L
236,ENSG00000009694,69.66613237,-1.077772757,0.492497857,-2.188380603,0.02864189,0.299811868,0.691679038,0.305493236,0.023565589,NA,0.866856005,0.404302875,0.032026815,0.173405572,TENM1
237,ENSG00000009709,0.069488699,-2.93E-05,0.000569283,-0.051396543,0.959009539,NA,14.39901519,196.7287666,0.941653157,NA,-14.68995588,285.3774609,0.958946601,NA,PAX7
238,ENSG00000009724,34.68625754,0.109887377,0.351701557,0.312444955,0.75470239,0.943397717,-0.176952055,0.190953177,0.354093888,NA,-0.297301212,0.280515741,0.289218355,0.565581721,MASP2
239,ENSG00000009765,2.571944908,-0.631842468,0.705432435,-0.895681055,0.370423131,NA,0.244109488,0.626402695,0.696757974,NA,-0.099171819,0.794096442,0.900613512,NA,IYD
240,ENSG00000009780,122.1141953,-0.724571193,0.288523248,-2.511309564,0.012028417,0.201383321,0.07641781,0.161610762,0.63631949,NA,0.233056032,0.223255877,0.296533272,0.573982994,FAM76A
241,ENSG00000009790,38.45583304,1.178316142,0.530223966,2.222298912,0.026263112,0.285668095,-0.012700536,0.314208795,0.967757737,NA,-1.325101639,0.456014059,0.003662745,0.045879467,TRAF3IP3
242,ENSG00000009830,116.5303162,-0.046667942,0.254230682,-0.18356534,0.854354456,0.966037946,0.087215168,0.13885311,0.529931218,NA,-0.146707673,0.200133587,0.463528704,0.719863011,POMT2
243,ENSG00000009844,148.7218212,0.010507527,0.195076633,0.053863585,0.95704385,0.990519669,0.102602529,0.108858341,0.345920058,NA,0.230838282,0.15330125,0.132123115,0.378703322,VTA1
244,ENSG00000009950,21.27359284,-0.869246954,0.470133367,-1.848936952,0.064466917,0.415214186,-0.662579082,0.269193565,0.013841598,NA,0.057752444,0.355930421,0.871102941,0.946509013,MLXIPL
245,ENSG00000009954,9.548081713,-0.17485983,0.629257413,-0.277882828,0.781102306,NA,-0.379633552,0.42650681,0.373412394,NA,-0.191017853,0.558511293,0.732341473,0.88095108,BAZ1B
246,ENSG00000010017,272.7453335,-0.169991128,0.173220504,-0.98135685,0.326416797,0.74578208,-0.186143256,0.096408509,0.053510733,0.360570102,0.255182658,0.132832157,0.054720239,0.235339845,RANBP9
247,ENSG00000010030,3.442586092,-0.148892454,0.705539029,-0.211033619,0.832861038,NA,0.285295682,0.64484741,0.658182739,NA,-0.206905018,0.801971481,0.796410395,NA,ETV7
248,ENSG00000010072,51.68328203,0.201540882,0.299759312,0.672342357,0.501365771,0.841006739,0.003177709,0.16926644,0.985021861,NA,0.087294017,0.239647732,0.715664072,0.873351688,SPRTN
